"","Title","First Author","Last Author","Journal","Year","First Author First Name","First Author Gender","First Author Accuracy","First Author Samples","Last Author First Name","Last Author Gender","Last Author Accuracy","Last Author Samples"
"12347","146) Transcriptomic Responses of Human Retinal Vascular Endothelial Cells to Inflammatory Cytokines.","Feargal J Ryan","Justine R Smith","Translational vision science & technology",2022,"Feargal","male",100,37,"Justine","female",93,15557
"12348","147) Moving Stimulus Perimetry: A New Functional Test for Glaucoma.","Stuart K Gardiner","Steven L Mansberger","Translational vision science & technology",2022,"Stuart","male",99,12253,"Steven","male",99,59951
"12349","148) A Pilot Study Assessing Retinal Blood Flow Dysregulation in Glaucoma Using Erythrocyte Mediated Velocimetry.","Victoria Y Chen","Osamah J Saeedi","Translational vision science & technology",2022,"Victoria","female",98,33384,"Osamah","male",98,375
"12350","149) Development of an Open-Source Annotated Glaucoma Medication Dataset From Clinical Notes in the Electronic Health Record.","Jimmy S Chen","Michelle R Hribar","Translational vision science & technology",2022,"Jimmy","male",98,36002,"Michelle","female",97,66957
"12351","151) An Artificial-Intelligence-Based Automated Grading and Lesions Segmentation System for Myopic Maculopathy Based on Color Fundus Photographs.","Jia Tang","Weihong Yu","Translational vision science & technology",2022,"Jia","female",69,1588,"Weihong","male",70,40
"12352","152) Prospective, Randomized, Contralateral Eye Comparison of Functional Optical Zone, and Visual Quality After SMILE and FS-LASIK for High Myopia.","Shengyu He","Keming Yu","Translational vision science & technology",2022,"Shengyu","male",81,16,"Keming","male",90,10
"12353","154) Delivery of Hydrophobic Drugs to the Posterior Ocular Region by Gel-in-Water Nanoemulsion.","Jannatul Fardous","Hiroyuki Ijima","Translational vision science & technology",2022,"Jannatul","female",94,330,"Hiroyuki","male",100,1050
"12354","155) Comparisons Among Optical Coherence Tomography and Fundus Autofluorescence Modalities as Measurements of Atrophy in ABCA4-Associated Disease.","Rait Parmann","Janet R Sparrow","Translational vision science & technology",2022,"Rait","male",93,70,"Janet","female",98,16535
"12355","156) Application of Artificial Intelligence and Deep Learning for Choroid Segmentation in Myopia.","Hung-Ju Chen","Chia-Jen Chang","Translational vision science & technology",2022,"Hung-Ju","male",74,9869,"Chia-Jen","female",89,12779
"12356","157) The Learning Curve of Murine Subretinal Injection Among Clinically Trained Ophthalmic Surgeons.","Peirong Huang","Jayakrishna Ambati","Translational vision science & technology",2022,"Peirong","female",71,7,"Jayakrishna","male",100,79
"12357","158) Ocular Factors of Fractal Dimension and Blood Vessel Tortuosity Derived From OCTA in a Healthy Chinese Population.","Yunhe Song","Xiulan Zhang","Translational vision science & technology",2022,"Yunhe","male",75,12,"Xiulan","female",100,7
"12358","159) Ocular Penetrance and Safety of the Dopaminergic Prodrug Etilevodopa.","Quanqing Gao","Ira H Schachar","Translational vision science & technology",2021,"Quanqing","male",67,3,"Ira","female",90,6422
"12359","160) Comparison of Visual Function Tests in Intermediate Age-Related Macular Degeneration.","Robyn H Guymer","Chi D Luu","Translational vision science & technology",2021,"Robyn","female",94,4241,"Chi","female",58,2952
"12360","161) The Impact of Image Quality and Trachomatous Inflammation on Using Photography for Trachoma Prevalence Surveys.","Michelle Odonkor","Sheila K West","Translational vision science & technology",2022,"Michelle","female",97,66957,"Sheila","female",98,15031
"12361","162) Human Vitreous Collagen Fragments Dimension As a Function of Vitrectomy Cut Rate.","Tommaso Rossi","Guido Ripandelli","Translational vision science & technology",2022,"Tommaso","male",99,7442,"Guido","male",99,10286
"12362","163) Three-Dimensional Volume Calculation of Intrachoroidal Cavitation Using Deep-Learning-Based Noise Reduction of Optical Coherence Tomography.","Satoko Fujimoto","Kohji Nishida","Translational vision science & technology",2022,"Satoko","female",98,168,"Kohji","male",97,31
"12363","164) The Topographic Relationship Between Choroidal Microvascular Dropout and Glaucomatous Damage in Primary Angle-Closure Glaucoma.","Li Tan","Yongdong Lin","Translational vision science & technology",2022,"Li","female",51,4165,"Yongdong","male",86,7
"12364","165) Hierarchical Censored Bayesian Analysis of Visual Field Progression.","Giovanni Montesano","David P Crabb","Translational vision science & technology",2021,"Giovanni","male",99,71282,"David","male",99,381770
"12365","166) Visible Light Optical Coherence Tomography of Peripapillary Retinal Nerve Fiber Layer Reflectivity in Glaucoma.","Weiye Song","Ji Yi","Translational vision science & technology",2022,"Weiye","male",100,8,"Ji","male",78,4632
"12366","167) Evaluation of Ocular Biometric and Optical Coherence Tomography Parameters in Preterm Children Without Retinopathy of Prematurity.","Andrea Lillianne Barr Kumarakulasinghe","Safinaz Mohd Khialdin","Translational vision science & technology",2022,"Andrea","female",54,161059,"Safinaz","female",94,126
"12367","168) Suppression of Pathological Ocular Neovascularization by a Small Molecular Multi-Targeting Kinase Inhibitor, DCZ19903.","Jingjuan Ding","Biao Yan","Translational vision science & technology",2022,"Jingjuan","female",75,4,"Biao","male",95,81
"12368","169) The Usefulness of Assessing Glaucoma Progression With Postprocessed Visual Field Data.","Sampson L Abu","Lyne Racette","Translational vision science & technology",2022,"Sampson","male",99,620,"Lyne","female",97,949
"12369","170) A Metascore of Multiple Imaging Methods to Measure Long-Term Glaucoma Structural Progression.","Agustina De Gainza","Joseph Caprioli","Translational vision science & technology",2022,"Agustina","female",99,2297,"Joseph","male",99,63161
"12370","171) Noncanonical Splice Site and Deep Intronic FRMD7 Variants Activate Cryptic Exons in X-linked Infantile Nystagmus.","Junwon Lee","Jinu Han","Translational vision science & technology",2022,"Junwon","male",97,39,"Jinu","male",86,639
"12371","172) Acute Central Serous Chorioretinopathy Subtypes as Assessed by Multimodal Imaging.","Alessandro Arrigo","Maurizio Battaglia Parodi","Translational vision science & technology",2021,"Alessandro","male",99,79631,"Maurizio","male",99,24776
"12372","173) Two-Year Choroidal Thickness Attenuation and Its Associations in Healthy Chinese Adults.","Wenjia Cai","Wenyong Huang","Translational vision science & technology",2022,"Wenjia","female",52,27,"Wenyong","male",100,16
"12373","174) Measurement of the Macular Hole Diameter by En Face Slab Optical Coherence Tomography Reflectance Imaging.","Yuna Uechi","Kazuaki Kadonosono","Translational vision science & technology",2022,"Yuna","female",93,736,"Kazuaki","male",99,152
"12374","175) Diagnosis of Polypoidal Choroidal Vasculopathy From Fluorescein Angiography Using Deep Learning.","Yu-Yeh Tsai","Chia-Ling Tsai","Translational vision science & technology",2022,"Yu-Yeh","male",63,3603,"Chia-Ling","female",100,22
"12375","176) Concept Mapping to Identify Content for a Performance-Based Measure of Low Luminance Vision-Related Activities of Daily Living.","Sharon A Bentley","Joanne M Wood","Translational vision science & technology",2022,"Sharon","female",96,28436,"Joanne","female",98,11769
"12376","177) Increased Systemic C-Reactive Protein Is Associated With Choroidal Thinning in Intermediate Age-Related Macular Degeneration.","Rachel C Chen","Naresh Mandava","Translational vision science & technology",2021,"Rachel","female",98,41104,"Naresh","male",100,7559
"12377","178) Diagnosis of Choroidal Disease With Deep Learning-Based Image Enhancement and Volumetric Quantification of Optical Coherence Tomography.","Kazuichi Maruyama","Kohji Nishida","Translational vision science & technology",2022,"Kazuichi","male",100,5,"Kohji","male",97,31
"12378","179) Hydrodynamic Interaction Between Tear Film and Air Puff From Noncontact Tonometry.","Atieh Yousefi","Matthew A Reilly","Translational vision science & technology",2022,"Atieh","female",90,141,"Matthew","male",100,51412
"12379","180) The Use of Panitumumab-IRDye800CW in a Novel Murine Model for Conjunctival Squamous Cell Carcinoma.","Gun Min Youn","Albert Y Wu","Translational vision science & technology",2022,"Gun","male",68,1136,"Albert","male",98,31368
"12380","181) Sustained Release of Tacrolimus From a Topical Drug Delivery System Promotes Corneal Reinnervation.","Simeon C Daeschler","Gregory H Borschel","Translational vision science & technology",2022,"Simeon","male",99,4096,"Gregory","male",99,21213
"12381","184) Comparing Objective Perimetry, Matrix Perimetry, and Regional Retinal Thickness in Mild Diabetic Macular Edema.","Bhim B Rai","Faran Sabeti","Translational vision science & technology",2021,"Bhim","male",99,408,"Faran","male",89,298
"12382","185) Prediction for Cycloplegic Refractive Error in Chinese School Students: Model Development and Validation.","Jianyong Wang","Hongguang Cui","Translational vision science & technology",2022,"Jianyong","male",100,13,"Hongguang","male",94,18
"12383","186) Using Advanced Bioinformatics Tools to Identify Novel Therapeutic Candidates for Age-Related Macular Degeneration.","Urooba Nadeem","Dimitra Skondra","Translational vision science & technology",2022,"Urooba","female",92,12,"Dimitra","female",98,1781
"12384","187) Pointwise and Region-Wise Course of Visual Field Loss in Patients With Glaucoma.","Samaneh Sabouri","Siamak Yousefi","Translational vision science & technology",2022,"Samaneh","female",99,651,"Siamak","male",99,1014
"12385","188) Changes in the Lipid Profile of Aqueous Humor From Diabetic Cataract Patients.","Jiawei Wang","Jianqiao Li","Translational vision science & technology",2022,"Jiawei","male",79,127,"Jianqiao","male",78,9
"12386","189) Automated Assessment of Photoreceptor Visibility in Adaptive Optics Split-Detection Images Using Edge Detection.","Min Chen","Jessica I W Morgan","Translational vision science & technology",2022,"Min","male",65,4933,"Jessica","female",98,115595
"12387","190) The Relationship Between Stage of Leber's Hereditary Optic Neuropathy and Pattern Electroretinogram Latency.","Vittorio Porciatti","Byron L Lam","Translational vision science & technology",2022,"Vittorio","male",99,7655,"Byron","male",99,4290
"12388","191) Accurate In Vivo Bowman's Thickness Measurement Using Mirau Ultrahigh Axial Resolution Line Field Optical Coherence Tomography.","Samuel Lawman","Yalin Zheng","Translational vision science & technology",2022,"Samuel","male",99,59149,"Yalin","male",82,221
"12389","192) Relationship Between Changes in the Choroidal Structure and Blood Flow of the Macula After Trabeculectomy.","Yuki Takamatsu","Kazuhisa Sugiyama","Translational vision science & technology",2021,"Yuki","female",61,3972,"Kazuhisa","male",99,82
"12390","193) Detection of Early Glaucomatous Damage: Performance of Summary Statistics From Optical Coherence Tomography and Perimetry.","Emmanouil Tsamis","Donald Hood","Translational vision science & technology",2022,"Emmanouil","male",99,143,"Donald","male",99,12793
"12391","194) Interviewer Administration Corresponds to Self-Administration of the Vision Impairment in Low Luminance (VILL) Questionnaire.","Jan Henrik Terheyden","Robert P Finger","Translational vision science & technology",2022,"Jan","male",93,104026,"Robert","male",99,145540
"12392","195) Automated Analysis of Choroidal Sublayer Morphologic Features in Myopic Children Using EDI-OCT by Deep Learning.","Junmeng Li","Liu Yang","Translational vision science & technology",2021,"Junmeng","male",75,4,"Liu","male",58,3021
"12393","196) Open-Source Automatic Biomarker Measurement on Slit-Lamp Photography to Estimate Visual Acuity in Microbial Keratitis.","Jessica Loo","Sina Farsiu","Translational vision science & technology",2021,"Jessica","female",98,115595,"Sina","male",63,5878
"12394","197) Characterizing Fixational Eye Motion Variance Over Time as Recorded by the Tracking Scanning Laser Ophthalmoscope.","Shivany Y Condor Montes","Christy K Sheehy","Translational vision science & technology",2022,"Shivany","female",100,8,"Christy","female",93,7164
"12395","198) Improvement in Accommodation and Dynamic Range of Focus After Laser Scleral Microporation: A Potential Treatment for Presbyopia.","Darren S J Ting","Jodhbir S Mehta","Translational vision science & technology",2022,"Darren","male",99,16621,"Jodhbir","male",100,4
"12396","199) Artificial Intelligence-Based Diagnostic Model for Detecting Keratoconus Using Videos of Corneal Force Deformation.","Zuoping Tan","Yan Wang","Translational vision science & technology",2022,"Zuoping","male",100,2,"Yan","male",75,8519
"12397","200) Corneal Collagen Cross-Linking Pretreatment Mitigates Injury-Induced Inflammation, Hemangiogenesis and Lymphangiogenesis In Vivo.","Yirui Zhu","Wei Chen","Translational vision science & technology",2021,"Yirui","male",56,9,"Wei","male",73,4003
"12398","201) Effect of Lecithin-Bound Iodine Treatment on Inherited Retinal Degeneration in Mice.","Hideo Kohno","Tadashi Nakano","Translational vision science & technology",2021,"Hideo","male",100,254,"Tadashi","male",99,370
"12399","203) Retinal Microvascular Alterations Detected by Optical Coherence Tomography Angiography in Nonfunctioning Pituitary Adenomas.","Xuqian Wang","Yong Zhong","Translational vision science & technology",2022,"Xuqian","male",75,4,"Yong","male",87,2262
"12400","204) Electrophysiological Assessment in Birdshot Chorioretinopathy: Flicker Electroretinograms Recorded With a Handheld Device.","Anna M Waldie","Omar A Mahroo","Translational vision science & technology",2022,"Anna","female",98,184560,"Omar","male",98,63052
"12401","205) Relationship Between Deep Retinal Macular Vessel Density and Bipolar Cell Function in Glaucomatous Eyes.","Yuji Yoshikawa","Yozo Miyake","Translational vision science & technology",2022,"Yuji","male",97,825,"Yozo","male",100,20
"12402","206) High-Fluence Accelerated Epithelium-Off Corneal Cross-Linking Protocol Provides Dresden Protocol-Like Corneal Strengthening.","Reyhaneh Abrishamchi","Farhad Hafezi","Translational vision science & technology",2021,"Reyhaneh","female",98,197,"Farhad","male",99,4525
"12403","207) Lateral Resolution of a Commercial Optical Coherence Tomography Instrument.","Richard F Spaide","Annette Lessmann","Translational vision science & technology",2022,"Richard","male",99,97659,"Annette","female",98,8428
"12404","208) Contrast Sensitivity Testing in Healthy and Blurred Vision Conditions Using a Novel Optokinetic Nystagmus Live-Detection Method.","Peter Essig","Siegfried Wahl","Translational vision science & technology",2021,"Peter","male",99,146529,"Siegfried","male",99,1551
"12405","209) Effects of Gelatin Methacrylate Hydrogel on Corneal Repair and Regeneration in Rats.","Yun Chen","Shengli Mi","Translational vision science & technology",2021,"Yun","male",51,1517,"Shengli","male",82,22
"12406","210) Prevalence of Glaucoma and Its Systemic Risk Factors in a General Japanese Population: The Hisayama Study.","Kohta Fujiwara","Koh-Hei Sonoda","Translational vision science & technology",2022,"Kohta","male",100,22,"Koh-Hei","male",73,903
"12407","211) Characteristics of Pupil Offset in Young Asian Adults With Mild-Moderate and High Myopia.","Shengshu Sun","Yue Huang","Translational vision science & technology",2022,"Shengshu","female",67,6,"Yue","female",56,1159
"12408","212) Comparison of Retinal Nerve Fiber Layer and Ganglion Cell-Inner Plexiform Layer Thickness Values Using Spectral-Domain and Swept-Source OCT.","Alessandro Rabiolo","Francesco Bandello","Translational vision science & technology",2022,"Alessandro","male",99,79631,"Francesco","male",99,74458
"12409","214) Prediction of Retinal Ganglion Cell Counts Considering Various Displacement Methods From OCT-Derived Ganglion Cell-Inner Plexiform Layer Thickness.","Janelle Tong","Michael Kalloniatis","Translational vision science & technology",2022,"Janelle","female",99,2274,"Michael","male",99,211741
"12410","215) Deep Learning for Glaucoma Detection and Identification of Novel Diagnostic Areas in Diverse Real-World Datasets.","Erfan Noury","Reza Zadeh","Translational vision science & technology",2022,"Erfan","male",99,1503,"Reza","male",97,17936
"12411","216) Ocular Perfusion Pressure in 7- and 12-Year-Old Chinese Children: The Anyang Childhood Eye Study.","Wei-Ling Bai","Ning-Li Wang","Translational vision science & technology",2022,"Wei-Ling","female",100,8,"Ning-Li","female",60,6080
"12412","218) A Framework for Automating Psychiatric Distress Screening in Ophthalmology Clinics Using an EHR-Derived AI Algorithm.","Samuel I Berchuck","Felipe A Medeiros","Translational vision science & technology",2022,"Samuel","male",99,59149,"Felipe","male",99,29541
"12413","219) Effects of Valproic Acid and Mitomycin C Combination Therapy in a Rabbit Model of Minimally Invasive Glaucoma Surgery.","Li-Fong Seet","Tina T Wong","Translational vision science & technology",2022,"Li-Fong","female",52,4661,"Tina","female",98,39798
"12414","221) Phase 1 Dose-Escalation Study of Plasma Kallikrein Inhibitor THR-149 for the Treatment of Diabetic Macular Edema.","Pravin U Dugel","Jeffrey Heier","Translational vision science & technology",2021,"Pravin","male",100,5526,"Jeffrey","male",100,19324
"12415","222) Association of Ambulatory Blood Pressure and Other Factors With Intraocular Pressure-Related 24-Hour Contact Lens Sensor Profile in Untreated Glaucoma.","Kazuki Nakazawa","Kazuhisa Sugiyama","Translational vision science & technology",2022,"Kazuki","male",98,764,"Kazuhisa","male",99,82
"12416","224) Rates of Glaucoma Progression Derived from Linear Mixed Models Using Varied Random Effect Distributions.","Swarup S Swaminathan","Felipe A Medeiros","Translational vision science & technology",2022,"Swarup","male",99,552,"Felipe","male",99,29541
"12417","225) Aqueous Humor Growth Factor Levels and Trabeculectomy Outcomes in Primary Open-Angle Glaucoma Patients: A 2-Year Prospective Study.","Tianwei Qian","Zhihua Zhang","Translational vision science & technology",2022,"Tianwei","male",90,21,"Zhihua","male",84,44
"12418","226) Wound Healing Response After Bleb-Forming Glaucoma Surgery With a SIBS Microshunt in Rabbits.","Ralph J S van Mechelen","Henny J M Beckers","Translational vision science & technology",2022,"Ralph","male",99,8958,"Henny","female",76,1961
"12419","227) Relative Stability of Regional Facial and Ocular Temperature Measurements in Healthy Individuals.","Eleonora Micheletti","John H K Liu","Translational vision science & technology",2022,"Eleonora","female",99,10967,"John","male",99,219085
"12420","228) Modeling the Effects of Disease, Drug Properties, and Material on Drug Transport From Intraocular Lenses.","Danielle P Clasky","Laura A Wells","Translational vision science & technology",2022,"Danielle","female",96,32183,"Laura","female",98,163073
"12421","229) Detecting Progression of Retinitis Pigmentosa Using the Binomial Pointwise Linear Regression Method.","Shotaro Asano","Tatsuya Inoue","Translational vision science & technology",2021,"Shotaro","male",100,118,"Tatsuya","male",99,739
"12422","230) Rose Bengal and Riboflavin Mediated Photodynamic Antimicrobial Therapy Against Selected South Florida Nocardia Keratitis Isolates.","Ethan Adre","Darlene Miller","Translational vision science & technology",2022,"Ethan","male",99,8388,"Darlene","female",98,3259
"12423","231) Inhibition of Sema-3A Promotes Cell Migration, Axonal Growth, and Retinal Ganglion Cell Survival.","Anat Nitzan","Arieh S Solomon","Translational vision science & technology",2021,"Anat","female",79,403,"Arieh","male",97,30
"12424","232) Validation of the PowerRef 3 for Measuring Accommodation: Comparison With the Grand Seiko WAM-5500A Autorefractor.","Alyssa M Gehring","Tawna L Roberts","Translational vision science & technology",2022,"Alyssa","female",99,8542,"Tawna","female",93,28
"12425","233) How Vision Is Impaired From Aging to Early and Intermediate Age-Related Macular Degeneration: Insights From ALSTAR2 Baseline.","Cynthia Owsley","Christine A Curcio","Translational vision science & technology",2022,"Cynthia","female",98,24359,"Christine","female",98,55857
"12426","234) Characterization and Validation of In Vitro and In Vivo Models to Investigate TNF-α-Induced Inflammation in Retinal Diseases.","Carina M Weigelt","Norbert H Redemann","Translational vision science & technology",2022,"Carina","female",99,17553,"Norbert","male",99,12597
"12427","235) Analysis of Cataract Surgery Instrument Identification Performance of Convolutional and Recurrent Neural Network Ensembles Leveraging BigCat.","Nicholas Matton","Nambi Nallasamy","Translational vision science & technology",2022,"Nicholas","male",100,21206,"Nambi","male",83,105
"12428","236) The Effect of Induced Intraocular Stray Light on Recognition Thresholds for Pseudo-High-Pass Filtered Letters.","Nilpa Shah","Roger S Anderson","Translational vision science & technology",2022,"Nilpa","female",83,6,"Roger","male",99,34849
"12429","237) Tissue Reactivity to, and Stability of, Glaucoma Drainage Device Materials Placed Under Rabbit Conjunctiva.","Kenichi Nakamura","Toshihiro Inoue","Translational vision science & technology",2022,"Kenichi","male",99,535,"Toshihiro","male",100,167
"12430","239) Defining a Cutoff for Progression of Macular Holes.","Carmen Baumann","Stephen B Kaye","Translational vision science & technology",2021,"Carmen","female",98,54029,"Stephen","male",99,46085
"12431","240) Assessing Variant Causality and Severity Using Retinal Pigment Epithelial Cells Derived from Stargardt Disease Patients.","Anna Matynia","Michael B Gorin","Translational vision science & technology",2022,"Anna","female",98,184560,"Michael","male",99,211741
"12432","241) Attitudes Toward Glaucoma Genetic Risk Assessment in Unaffected Individuals.","Georgina L Hollitt","Emmanuelle Souzeau","Translational vision science & technology",2022,"Georgina","female",99,6947,"Emmanuelle","female",97,8532
"12433","242) Biological Correlations and Confounders for Quantification of Retinal Ganglion Cells by Optical Coherence Tomography Based on Studies of Outbred Mice.","Adam Hedberg-Buenz","Michael G Anderson","Translational vision science & technology",2022,"Adam","male",99,101750,"Michael","male",99,211741
"12434","243) Comparison of ETDRS 7-Field to 4-Widefield Digital Imaging in the Evaluation of Diabetic Retinopathy Severity.","Barbara A Blodi","Marinella Temprosa","Translational vision science & technology",2022,"Barbara","female",98,58381,"Marinella","female",98,1195
"12435","244) Feasibility of Automated Segmentation of Pigmented Choroidal Lesions in OCT Data With Deep Learning.","Philippe Valmaggia","Peter M Maloca","Translational vision science & technology",2022,"Philippe","male",99,57297,"Peter","male",99,146529
"12436","245) Dietary Intervention With a Targeted Micronutrient Formulation Reduces the Visual Discomfort Associated With Vitreous Degeneration.","Emmanuel Ankamah","John M Nolan","Translational vision science & technology",2021,"Emmanuel","male",99,43639,"John","male",99,219085
"12437","247) Advances in Imaging of Subbasal Corneal Nerves With Micro-Optical Coherence Tomography.","Merle S Schenk","Stefan Kassumeh","Translational vision science & technology",2021,"Merle","female",70,829,"Stefan","male",98,50890
"12438","248) Using Electronic Clinical Decision Support to Examine Vision Rehabilitation Referrals and Practice Guidelines in Ophthalmology.","Judith E Goldstein","Kerry Smith","Translational vision science & technology",2022,"Judith","female",98,14121,"Kerry","female",77,7850
"12439","249) Physicochemical Properties of Explanted Silicone Oil After Use as an Intraocular Tamponade.","Maximilian Hammer","Gerd U Auffarth","Translational vision science & technology",2022,"Maximilian","male",99,5404,"Gerd","male",87,3758
"12440","250) Associations among Visual, Auditory, and Olfactory Functions in Community-Based Older Adults: The Atherosclerosis Risk in Communities (ARIC) Study.","Lubaina T Arsiwala-Scheppach","Alison G Abraham","Translational vision science & technology",2022,"Lubaina","female",100,19,"Alison","female",93,14178
"12441","251) Manual Versus Semi-Automated Measurement of Geographic Atrophy Area in Eyes With Age-Related Macular Degeneration.","Raziyeh Mahmoudzadeh","Jason Hsu","Translational vision science & technology",2021,"Raziyeh","female",100,38,"Jason","male",99,76567
"12442","252) Intracameral Bacteriophage Injection as Postoperative Prophylaxis for Enterococcus faecalis-Induced Endophthalmitis After Cataract Surgery in Rabbits.","Tatsuma Kishimoto","Ken Fukuda","Translational vision science & technology",2022,"Tatsuma","male",100,13,"Ken","male",98,28348
"12443","253) Mydriasis-Free Flicker Electroretinograms in 204 Healthy Children Aged 0-18 Years: Reference Data From Two Cohorts.","Ting Zhang","Xiaoyan Ding","Translational vision science & technology",2021,"Ting","female",68,1693,"Xiaoyan","female",93,154
"12444","254) Choroidal Vascularity Index in Different Cohorts of Dry Age-Related Macular Degeneration.","Riccardo Sacconi","Giuseppe Querques","Translational vision science & technology",2021,"Riccardo","male",99,22261,"Giuseppe","male",99,72416
"12445","255) A Deep Learning Framework for the Detection and Quantification of Reticular Pseudodrusen and Drusen on Optical Coherence Tomography.","Roy Schwartz","Adnan Tufail","Translational vision science & technology",2022,"Roy","male",98,19944,"Adnan","male",97,23287
"12446","256) Corneal Epithelial Mapping Characteristics in Normal Eyes Using Anterior Segment Spectral Domain Optical Coherence Tomography.","Mohammad Abusamak","Mohammad Abusamak","Translational vision science & technology",2022,"Mohammad","male",99,47598,"Mohammad","male",99,47598
"12447","257) Methodological Approach to Improve Surgical Outcomes of a Pig Subretinal Implantation Model.","Fukutaro Mano","Alan D Marmorstein","Translational vision science & technology",2022,"Fukutaro","male",100,4,"Alan","male",99,44635
"12448","259) Human Foveal Cone and Müller Cells Examined by Adaptive Optics Optical Coherence Tomography.","Shin Kadomoto","Akitaka Tsujikawa","Translational vision science & technology",2021,"Shin","male",79,2192,"Akitaka","male",100,13
"12449","260) The Ocular Microbiome Is Altered by Sampling Modality and Age.","William Katzka","Hugo Y Hsu","Translational vision science & technology",2021,"William","male",99,67797,"Hugo","male",99,35618
"12450","262) HL3501, a Novel Selective A3 Adenosine Receptor Antagonist, Lowers Intraocular Pressure (IOP) in Animal Glaucoma Models.","Yunhee Kim","Byoung-Gon Moon","Translational vision science & technology",2022,"Yunhee","female",88,56,"Byoung-Gon","male",92,685
"12451","263) Topical Ocular TRPV1 Antagonist SAF312 (Libvatrep) Demonstrates Safety, Low Systemic Exposure, and No Anesthetic Effect in Healthy Participants.","Kalliopi Stasi","Yifang Li","Translational vision science & technology",2022,"Kalliopi","female",99,135,"Yifang","female",70,30
"12452","264) Impact of the Aging Lens and Posterior Capsular Opacification on Quantitative Autofluorescence Imaging in Age-Related Macular Degeneration.","Andreas Berlin","Christine A Curcio","Translational vision science & technology",2022,"Andreas","male",99,44818,"Christine","female",98,55857
"12453","265) Daily or Less Frequent Topical 1% Atropine Slows Defocus-Induced Myopia Progression in Contact Lens-Wearing Guinea Pigs.","Qiurong Zhu","Christine F Wildsoet","Translational vision science & technology",2022,"Qiurong","female",75,4,"Christine","female",98,55857
"12454","266) Development and Validation of a Digital (Peek) Near Visual Acuity Test for Clinical Practice, Community-Based Survey, and Research.","Marzieh Katibeh","Andrew Bastawrous","Translational vision science & technology",2022,"Marzieh","female",99,427,"Andrew","male",99,82448
"12455","267) Development of an In Situ Printing System With Human Platelet Lysate-Based Bio-Adhesive to Treat Corneal Perforations.","Jingjing You","Gerard Sutton","Translational vision science & technology",2022,"Jingjing","female",90,327,"Gerard","male",98,24838
"12456","268) A Screening Tool for Self-Evaluation of Risk for Age-Related Macular Degeneration: Validation in a Spanish Population.","Alfredo García-Layana","Johanna M Seddon","Translational vision science & technology",2022,"Alfredo","male",99,21417,"Johanna","female",98,15895
"12457","269) A Method for Reducing the Number of Presentations in Perimetric Test Procedures.","Andrew Turpin","Allison M McKendrick","Translational vision science & technology",2022,"Andrew","male",99,82448,"Allison","female",95,11270
"12458","270) Comparison of 16S rDNA Amplicon Sequencing With the Culture Method for Diagnosing Causative Pathogens in Bacterial Corneal Infections.","Na An","Yan Cheng","Translational vision science & technology",2022,"Na","female",62,2852,"Yan","male",75,8519
"12459","271) Perspectives on Implementing the Patient Health Questionnaire-4 in Low-Vision Service Organizations to Screen for Depression and Anxiety.","Ellen B M Elsman","Hilde P A van der Aa","Translational vision science & technology",2022,"Ellen","female",99,12944,"Hilde","female",97,2074
"12460","272) Effect of Dioptric Blur on Pattern-Reversal and Motion-Onset VEPs as Used in Clinical Research.","David Kordek","Jan Kremlacek","Translational vision science & technology",2022,"David","male",99,381770,"Jan","male",93,104026
"12461","273) Sema3A Antibody BI-X Prevents Cell Permeability and Cytoskeletal Collapse in HRMECs and Increases Tip Cell Density in Mouse Oxygen-Induced Retinopathy.","Nina Zippel","Leo Thomas","Translational vision science & technology",2022,"Nina","female",98,42386,"Leo","male",95,37807
"12462","275) Three-Dimensional Heads-up Cataract Surgery Using Femtosecond Laser: Efficiency, Efficacy, Safety, and Medical Education-A Randomized Clinical Trial.","Kai Wang","Ke Yao","Translational vision science & technology",2021,"Kai","male",91,30737,"Ke","male",75,808
"12463","276) Cohort Study of Race/Ethnicity and Incident Primary Open-Angle Glaucoma Characterized by Autonomously Determined Visual Field Loss Patterns.","Jae H Kang","Louis R Pasquale","Translational vision science & technology",2022,"Jae","male",69,1609,"Louis","male",97,22473
"12464","277) Assessment of Artifacts in Swept-Source Optical Coherence Tomography Angiography for Glaucomatous and Normal Eyes.","Weijing Cheng","Xiulan Zhang","Translational vision science & technology",2022,"Weijing","male",55,11,"Xiulan","female",100,7
"12465","278) Normative Data of Ocular Biometry, Optical Coherence Tomography, and Electrophysiology Conducted for Cynomolgus Macaque Monkeys.","Kwang-Eon Choi","Seong-Woo Kim","Translational vision science & technology",2021,"Kwang-Eon","male",56,1101,"Seong-Woo","male",86,908
"12466","279) The Existence and Regression of Persistent Bergmeister's Papilla in Myopic Children Are Associated With Axial Length.","Qiurong Lin","Xian Xu","Translational vision science & technology",2021,"Qiurong","female",75,4,"Xian","male",66,524
"12467","281) Variability of Retinal Vessel Tortuosity Measurements Using a Semiautomated Method Applied to Fundus Images in Subjects With Papilledema.","Heather E Moss","Mahnaz Shahidi","Translational vision science & technology",2021,"Heather","female",99,26287,"Mahnaz","female",97,699
"12468","282) Assessment of Keratitis Severity Using Quantitative Image Analysis in an In Vivo Murine Model of Staphylococcus aureus Bacterial Keratitis.","Tomas E Meijome","Maria A Woodward","Translational vision science & technology",2022,"Tomas","male",99,30161,"Maria","female",97,245074
